ID,R_DATE,C_NUM,Q_NUM,DIFFICULTY,Q_TYPE,SOURCE,SOURCE_TYPE,S_CAT,CAT,QUESTION,A1,A2,A3,A4,IMAGE_FILE
0013559,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? GORT",MOON,ALIENS,THE DAY THE EARTH STOOD STILL+,FORBIDDEN PLANET,
0013560,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? ABC WARRIOR",A.I.: ARTIFICIAL INTELLIGENCE,TOTAL RECALL,STAR WARS,JUDGE DREDD+,
0013561,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? ASH",THE TERMINATOR,ALIEN+,A.I.: ARTIFICIAL INTELLIGENCE,"I, ROBOT",
0013562,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? OPTIMUS PRIME",TRANSFORMERS+,FORBIDDEN PLANET,THE TERMINATOR,TOTAL RECALL,
0013563,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? EVE",FORBIDDEN PLANET,WALL-E+,THE DAY THE EARTH STOOD STILL,BLADE RUNNER,
0013564,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? ROBBY THE ROBOT",THE BLACK HOLE,FORBIDDEN PLANET+,A.I.: ARTIFICIAL INTELLIGENCE,DARK STAR,
0013565,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? JOHNNYCAB",THE TERMINATOR,A.I.: ARTIFICIAL INTELLIGENCE,TOTAL RECALL+,TRANSFORMERS,
0013566,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? GERTY 3000",THE TERMINATOR,SHORT CIRCUIT,MOON+,A.I.: ARTIFICIAL INTELLIGENCE,
0013567,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? C-3PO",THE HITCHHIKER'S GUIDE TO THE GALAXY,A.I.: ARTIFICIAL INTELLIGENCE,THE MATRIX REVOLUTIONS,STAR WARS+,
0013568,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? DAVID",ALIENS,A.I.: ARTIFICIAL INTELLIGENCE+,"I, ROBOT",BLADE RUNNER,
0013569,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? SONNY (NESTOR CLASS-5)",TOTAL RECALL,SHORT CIRCUIT,MOON,"I, ROBOT+",
0013570,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? (LANCE) BISHOP",ALIENS+,TRANSFORMERS,TOTAL RECALL,SHORT CIRCUIT,
0013571,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? T-800",THE TERMINATOR+,VIRTUOSITY,SPACEBALLS,TRANSFORMERS,
0013572,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? ULYSSES",MAKING MR. RIGHT+,VIRTUOSITY,RED PLANET,ALIEN,
0013573,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? R2D2",STAR WARS+,TRANSFORMERS,ALIEN,BLADE RUNNER,
0013574,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? JOHNNY 5","THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? JOHNNY 5",SILENT RUNNING,SHORT CIRCUIT+,THE DAY THE EARTH STOOD STILL,
0013575,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? MARVIN",WALL-E,THE HITCHHIKER'S GUIDE TO THE GALAXY+,THE DAY THE EARTH STOOD STILL,A.I.: ARTIFICIAL INTELLIGENCE,
0013576,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? HUEY, DEWEY AND LOUIE",ALIEN,SILENT RUNNING+,VIRTUOSITY,RED PLANET,
0013577,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? RACHAEL (NEXUS-6 MODEL)",ROBOCOP,BLADE RUNNER+,A.I.: ARTIFICIAL INTELLIGENCE,ALIENS,
0013578,,,,,MULTIPLE CHOICE,TRIVIAPLAZA.COM,INTERNET,,,"THIS IS A ROBOT, COMPUTER OR ANDROID FROM WHICH MOVIE? DATA",SILENT RUNNING,STAR TREK: GENERATIONS+,THE DAY THE EARTH STOOD STILL,FORBIDDEN PLANET,
0012154,,J12,,,MULTIPLE CHOICE,WHO WANTS TO BE A MILLIONAIRE,BOARD GAME,,,"WHICH MOVIE FEATURED THE SONG ""LOVE IS ALL AROUND""?",FOUR WEDDINGS AND A FUNERAL,THE BODYGUARD,ROBIN HOOD: PRINCE OF THIEVES,GHOST,
0012160,,J11,,,MULTIPLE CHOICE,WHO WANTS TO BE A MILLIONAIRE,BOARD GAME,,,"WHICH MUSICIAN HAD THE NICKNAME ""SATCHEL MOUTH""?",LOUIS ARMSTRONG,CHARLIE PARKER,ACKER BILK,DIZZY GILLESPIE,
0019629,,,,,MULTIPLE CHOICE,TRIVIA OUTLET,INTERNET,,DRINKS & BEVERAGES: MIXOLOGY,"OTHER THAN WATER, WHAT IS THE MOST COMMON CONSUMED BEVERAGE?",TEA+,SODA,BEER,BRANDY,
0019631,,,,,MULTIPLE CHOICE,TRIVIA OUTLET,INTERNET,,DRINKS & BEVERAGES: BEER,THE MUNICH BEER FESTIVAL IS HELD DURING WHAT MONTH?,OCTOBER+,NOVEMBER,SEPTEMBER,AUGUST,
0000021,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,"TRUE OR FALSE? CHARLIE RICH, THE SAME CROONER WHO DELIVERED ""BEHIND CLOSED DOORS"" SANG ""THE MOST BEAUTIFUL GIRL"".",TRUE+,FALSE,,,
0000040,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: ARTIST NAME,TRUE OR FALSE? MARVIN LEE ADAY IS MEAT LOAF'S REAL NAME.,TRUE+,FALSE,,,
0000042,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GENERAL,"TRUE OR FALSE? MICHAEL SEMBELLO'S 1983 HIT SONG ""MANIAC"" WAS PART OF THE SOUNDTRACK OF THE MOVIE ""FOOTLOOSE"".",TRUE,FALSE+,,,
0000043,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,"TRUE OR FALSE? MICHELLE BRANCH SINGS ""ALL YOU WANTED"".",TRUE+,FALSE,,,
0000049,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,TRUE OR FALSE? NO DIGGITY WAS A HIT IN 1996 FOR THE BACKSTREET BOYS.,TRUE,FALSE+,,,
0000059,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: ARTIST NAME,"TRUE OR FALSE? THE POP SINGLE ""TOUCH ME (I WANT YOUR BODY)"" WAS BROUGHT TO THE U.S. BY SAMANTHA FOX.",TRUE+,FALSE,,,
0000063,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: ARTIST NAME,"TRUE OF FALSE? ""NAUGHTY GIRL"" WAS A HIT FOR JANET JACKSON.",TRUE,FALSE+,,,
0000064,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: LYRICS,"TRUE OF FALSE? ACCORDING TO JIM CROCE ""BAD, BAD LEROY BROWN WAS A JUNKYARD DOG"".",TRUE,FALSE+,,,
0000065,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GENERAL,"TRUE OF FALSE? ""AUGUST AND EVERYTHING AFTER"" WENT GOLD FOR THE COUNTING CROWS.",TRUE+,FALSE,,,
0000066,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,TRUE OF FALSE? AVRIL LAVIGNE AND USHER GOT TOGETHER FOR MY BOO.,TRUE,FALSE+,,,
0000067,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MOVIES: MUSIC TITLES,TRUE OF FALSE? BATDANCE BY MICHAEL JACKSON IS FROM THE SOUNDTRACK OF BATMAN.,TURE,FALSE+,,,
0000068,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,"TRUE OF FALSE? CHAKA KHAN WROTE AND PERFORMED THE HIT ""I FEEL FOR YOU"".",TURE,FALSE+,,,
0000069,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GENERAL,"TRUE OF FALSE? COUNTING CROWS WON AN MTV VIDEO MUSIC AWARD FOR BEST NEW ARTIST IN 1994 FOR ""MR. JONES"".",TRUE+,FALSE,,,
0000070,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GENERAL,"TRUE OF FALSE? DOLLY PARTON HAD A BIGGER HIT WITH THE SONG, I WILL ALWAYS LOVE YOU THAN WHITNEY HOUSTON DID.",TRUE,FALSE+,,,
0000071,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: ARTIST NAME,TRUE OF FALSE? ENYA WAS BORN EITHNE NI BHRAONAIN IN SCOTLAND IN 1961.,TRUE,FALSE+,,,
0000072,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: ALBUM TITLE,"TRUE OF FALSE? ""GET RICH OR DIE TRYIN'"" IS AN ALBUM BY OUTKAST.",TRUE,FALSE+,,,
0000073,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GENERAL,TRUE OF FALSE? HELEN REDDY IS AUSTRALIAN.,TRUE+,FALSE,,,
0000074,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,"TRUE OF FALSE? ""I'M YOUR BABY TONIGHT"" WAS A HIT FOR MARIAH CAREY IN 1990.",TRUE,FALSE+,,,
0000075,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: LYRICS,"TRUE OF FALSE? IN THE SONG ""TOP OF THE WORLD"", THE OSMONDS ARE ""LOOKING DOWN ON CREATION"".",TRUE,FALSE+,,,
0000076,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GENERAL,TRUE OF FALSE? JUSTIN TIMBERLAKE AND BRITNEY SPEARS PERFORMED ON THE MICKEY MOUSE CLUB TOGETHER.,TRUE+,FALSE,,,
0000077,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GENERAL,"TRUE OF FALSE? KELLY CLARKSON GOT HER START ON AMERICAN IDOL WITH THE SONG ""A MOMENT LIKE THIS"".",TRUE+,FALSE,,,
0000078,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,"TRUE OF FALSE? LENNY KRAVITZ HAD A HIT WITH THE SONG ""ARE YOU GONNA GO MY WAY"".",TRUE+,FALSE,,,
0000079,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,TRUE OF FALSE? MADONNA HOLDS MORE THAN HALF OF THE TOP 20 BIGGEST HITS EVER PRODUCED ON SIRE RECORDS.,TRUE+,FALSE,,,
0000080,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,"TRUE OF FALSE? MARIAH CAREY'S HIT ""I'LL BE THERE"" WAS A COVER OF AN OLDER SONG WRITTEN BY MICHAEL JACKSON.",TRUE,FALSE+,,,
0000081,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GENERAL,TRUE OF FALSE? ONE OF THE MOBSTERS ON THE SOPRANOS IS A MEMBER OF BRUCE SPRINGSTEEN'S E STREET BAND.,TRUE+,FALSE,,,
0000082,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MOVIES: MUSIC TITLES,TRUE OF FALSE? PAT BENATAR MADE AN APPEARANCE IN THE FILM NEW JACK CITY.,TRUE,FALSE+,,,
0000083,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GROUP NAME,TRUE OF FALSE? ROXETTE WHO GAVE US THE SONG JOYRIDE IS FROM FINLAND.,TRUE,FALSE+,,,
0000084,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,TRUE OF FALSE? RUBIES AND RUST WAS A HIT SONG FOR JOAN BAEZ.,TRUE,FALSE+,,,
0000085,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,"TRUE OF FALSE? THE AVERAGE WHITE BAND, WHO HAD A #1 HIT WITH PICK UP THE PIECES WAS FROM ENGLAND.",TRUE,FALSE+,,,
0000086,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GROUP NAME,TRUE OF FALSE? THE BEATLES WERE ONCE KNOW AS JOHNNY & THE MOONDOGS.,TRUE+,FALSE,,,
0000087,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GENERAL,TRUE OF FALSE? THE BEE GEES HAD MORE CHART TOPPERS THAN THE BEACH BOYS.,TRUE+,FALSE,,,
0000088,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,"TRUE OF FALSE? THE DANISH GROUP, AGUA PERFORMED THE SONG BARBIE GIRL.",TRUE,FALSE+,,,
0000089,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: ALBUM TITLE,TRUE OF FALSE? THE EMANCIPATION OF MIMI IS A MARIAH CAREY ALBUM TITLE.,TRUE+,FALSE,,,
0000090,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GROUP NAME,TRUE OF FALSE? THE ORIGINAL NAME OF THE BEASTIE BOYS WAS THE ESQUIRES?,TRUE,FALSE+,,,
0000161,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GENERAL,"TRUE OR FALSE? WILD CHERRY WAS THE NAME OF THE ONE-HIT-WONDER BAND RESPONSIBLE FOR THE SMASH HIT ""PLAY THAT FUNKY MUSIC"".",TRUE+,FALSE,,,
0000162,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: WHAT YEAR,"TRUE OR FALSE? WILL SMITH WAS ""GETTING' JIGGY WIT IT"" IN 1998.",TRUE+,FALSE,,,
0077270,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: THE MING DYNASTY,"A HOUSEPET DURING THE MING DYNASTY WAS THIS LHASA APSO RELATIVE, WHOSE NAME IS CHINESE FOR ""LION""",SHIH TZU,,,,
0077271,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: THE MING DYNASTY,IN 1368 THE MING DYNASTY REPLACED THIS ONE FOUNDED BY KUBLAI KHAN,YUAN (MONGOL),,,,
0077272,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: THE MING DYNASTY,"IN 1421, THE EMPEROR YUNG-LO GOT GUNG-HO AND MOVED THE CAPITAL TO THIS CITY WHERE HE BUILT AN IMPERIAL PALACE",PEKING/BEIJING,,,,
0077273,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: THE MING DYNASTY,"ITS USE AS A DEFENSIVE BARRIER FELL WITH THE FALL OF THE MING DYNASTY, AND IT FELL INTO DISREPAIR",GREAT WALL OF CHINA,,,,
0077274,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: THE MING DYNASTY,THE FOLDING TYPE OF THIS COOLING DEVICE BECAME ACCEPTED IN CHINA DURING THE MING DYNASTY,FAN,,,,
0077275,11/19/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: THEATRE,"""SIX CHARACTERS IN SEARCH OF AN AUTHOR"" WAS WRITTEN IN THIS LANGUAGE",ITALIAN,,,,
0077276,11/19/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: THEATRE,"STRINDBERG SET ""MISS JULIE"" IN THE KITCHEN OF A MANOR HOUSE IN THIS, HIS NATIVE COUNTRY",SWEDEN,,,,
0077277,11/19/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: THEATRE,"THE GREAT ""DIONYSIA"" WAS THIS ANCIENT CIVILIZATION'S MOST IMPORTANT DRAMA FESTIVAL",GREECE,,,,
0077278,11/19/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: THEATRE,THE WILLIAM INGE PLAY IN WHICH LOLA DREAMS THAT HER LITTLE WHITE PUPPY IS NEVER COMING BACK,"COME BACK, LITTLE SHEBA",,,,
0077279,11/19/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: THEATRE,"THIS ACTING TEACHER WAS THE ARTISTIC DIRECTOR OF NEW YORK CITY'S ACTORS STUDIO FROM 1948 UNTIL 1982, THE YEAR HE DIED",LEE STRASBERG,,,,
0077280,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: WORD ORIGINS,"FROM ARABIC FOR ""OLD MAN"", IT'S THE LEADER OF AN ARAB FAMILY, TRIBE, OR VILLAGE",SHEIK,,,,
0077281,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: WORD ORIGINS,"THE NAME OF THIS MILITARY HORN COMES FROM THE LATIN FOR ""YOUNG OX"" SINCE THE FIRST ONES WERE OX HORNS",BUGLE,,,,
0077282,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: WORD ORIGINS,THE NAME OF THIS SMALL METAL FINGERCAP IS DERIVED FROM AN OLD ENGLISH WORD FOR THUMB,THIMBLE,,,,
0077283,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: WORD ORIGINS,"THIS MAMMAL'S NAME COMES FROM THE CORRUPTION OF A FRENCH PHRASE WHICH MEANT ""PHONY PIG""",PORCUPINE,,,,
0077284,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: WORD ORIGINS,"THIS TERM FOR A PERSON WHO BOWLS IS DERIVED FROM THE GERMAN WORD FOR ""BOWLING PIN""",KEGLER,,,,
0077285,11/20/1992,,,,JEOPARDY,JEOPARDY,,,"JEOPARDY: CROSSWORD CLUES ""V""","""SPIKE"" SPORT (10)",VOLLEYBALL,,,,
0077286,11/20/1992,,,,JEOPARDY,JEOPARDY,,,"JEOPARDY: CROSSWORD CLUES ""V""","A ""MATURE"" ACTOR (6)",VICTOR,,,,
0077287,11/20/1992,,,,JEOPARDY,JEOPARDY,,,"JEOPARDY: CROSSWORD CLUES ""V""",CELLAR ITEM SELLER (7),VINTNER,,,,
0077289,11/20/1992,,,,JEOPARDY,JEOPARDY,,,"JEOPARDY: CROSSWORD CLUES ""V""","THE LORD SAID ""IT"" WAS HIS (9)",VENGEANCE,,,,
0077290,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: FICTIONAL CHARACTERS,"BROMDEN, A HALF-INDIAN WHO HAS SHUT OUT SOCIETY BY PRETENDING TO BE DEAF & MUTE, NARRATES THIS KEN KESEY NOVEL",ONE FLEW OVER THE CUCKOO'S NEST,,,,
0077291,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: FICTIONAL CHARACTERS,"HE'S THE TITLE CHARACTER IN ""DEATH OF A SALESMAN""",WILLY LOMAN,,,,
0077292,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: FICTIONAL CHARACTERS,"IN A NOVEL BY MURIEL SPARK, SHE DEVOTES HER ""PRIME"" YEARS TO TEACHING AT A GIRLS' SCHOOL",MISS JEAN BRODIE,,,,
0077293,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: FICTIONAL CHARACTERS,"THIS 1906 UPTON SINCLAIR NOVEL CENTERS ON JURGIS RUDKUS, A WORKER IN THE CHICAGO STOCKYARDS",THE JUNGLE,,,,
0077294,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: FICTIONAL CHARACTERS,"THIS ECCENTRIC OLD LADY IN ""GREAT EXPECTATIONS"" DIES AFTER HER WEDDING GOWN CATCHES FIRE",MISS HAVISHAM,,,,
0077295,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: GEMS,A MATURA DIAMOND IS ACTUALLY A VARIETY OF THIS MINERAL THAT'S USED AS A DIAMOND SUBSTITUTE,ZIRCON,,,,
0077296,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: GEMS,"AFTER EMERALD, THIS BLUE-GREEN GEM IS THE MOST HIGHLY PRIZED OF THE BERYLS",AQUAMARINE,,,,
0077297,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: GEMS,"RESEMBLING TOPAZ, THIS QUARTZ GEM DERIVES IT'S NAME FROM ITS LEMON-YELLOW COLOR",CITRINE,,,,
0077298,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: GEMS,THE HARLEQUIN TYPE OF THIS GEM IS CHARACTERIZED BY ANGULAR PATCHES OF FIRE,OPAL,,,,
0077299,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: GEMS,"WHEN THEY'VE GROWN ATTACHED TO AN OYSTER OR MUSSEL SHELL, THESE GEMS ARE CALLED BLISTERS",PEARLS,,,,
0077300,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: ITALIAN HISTORY,IN 1720 THE DUKE OF SAVOY CEDED SICILY TO AUSTRIA & RECEIVED THIS ISLAND IN EXCHANGE,SARDINIA,,,,
